,Pin,Dispatch Center,Origin Center,Return Center,Facility City,Facility State,ODA
9253,314402,Simalwara_GaraPattePeeth_DPP (Rajasthan),Simalwara_GaraPattePeeth_DPP (Rajasthan),Simalwara_GaraPattePeeth_DPP (Rajasthan),Simalwara,Rajasthan,TRUE
9254,601103,Chennai_Gummidipoondi_L (Tamil Nadu),Chennai_Gummidipoondi_L (Tamil Nadu),Chennai_Gummidipoondi_L (Tamil Nadu),Gummudipoondi,Tamil Nadu,TRUE
9255,700030,Kolkata_Kadapara_L (West Bengal),Kolkata_Kadapara_L (West Bengal),Kolkata_Kadapara_L (West Bengal),Kolkata,West Bengal,FALSE
9256,760001,Behrampur_Mandiapalli_I (Orissa),Behrampur_Mandiapalli_I (Orissa),Behrampur_Mandiapalli_I (Orissa),Behrampur,Orissa,FALSE
9257,678003,Palakkad_Kodumba_D (Kerala),Palakkad_Kodumba_D (Kerala),Palakkad_Kodumba_D (Kerala),Palakkad,Kerala,FALSE
9258,466002,Sehore_Sherpur_D (Madhya Pradesh),Sehore_Sherpur_D (Madhya Pradesh),Sehore_Sherpur_D (Madhya Pradesh),Sehore,Madhya Pradesh,TRUE
9259,334604,Lunkaransar_Ward14_D (Rajasthan),Lunkaransar_Ward14_D (Rajasthan),Lunkaransar_Ward14_D (Rajasthan),Lunkaransar,Rajasthan,TRUE
9260,462006,Bhopal_Pipaliya_H (Madhya Pradesh),Bhopal_Pipaliya_H (Madhya Pradesh),Bhopal_Pipaliya_H (Madhya Pradesh),Bhopal,Madhya Pradesh,FALSE
9261,523201,Addanki_AbhyudayaNagar_D (Andhra Pradesh),Addanki_AbhyudayaNagar_D (Andhra Pradesh),Addanki_AbhyudayaNagar_D (Andhra Pradesh),Addanki,Andhra Pradesh,TRUE
9262,124108,Gurgaon_Pathradi_L (Haryana),Gurgaon_Tauru_GW (Haryana),Gurgaon_Pathradi_L (Haryana),Bilaspur-HR,Haryana,FALSE
9263,629852,Nagercoil_Muhilanvilai_D (Tamil Nadu),Nagercoil_Muhilanvilai_D (Tamil Nadu),Nagercoil_Muhilanvilai_D (Tamil Nadu),Nagercoil,Tamil Nadu,TRUE
9264,425448,Shahada_Untavad_D (Maharashtra),Shahada_Untavad_D (Maharashtra),Shahada_Untavad_D (Maharashtra),Shahada,Maharashtra,TRUE
9265,791118,Palin_Sangram_D (Arunachal Pradesh),Palin_Sangram_D (Arunachal Pradesh),Palin_Sangram_D (Arunachal Pradesh),Palin,Arunachal Pradesh,FALSE
9266,562300,Bangalore_RKHegdeNagar_L (Karnataka),Bangalore_RKHegdeNagar_L (Karnataka),Bangalore_RKHegdeNagar_L (Karnataka),Bangalore,Karnataka,FALSE
9267,401701,Dahanu_Vadkun_D (Maharashtra),Dahanu_Vadkun_D (Maharashtra),Dahanu_Vadkun_D (Maharashtra),Dahanu,Maharashtra,FALSE
9268,678011,Palakkad_Kodumba_D (Kerala),Palakkad_Kodumba_D (Kerala),Palakkad_Kodumba_D (Kerala),Palakkad,Kerala,FALSE
9269,713159,Panagarh_Kanksa_D (West Bengal),Panagarh_Kanksa_D (West Bengal),Panagarh_Kanksa_D (West Bengal),Panagarh,West Bengal,TRUE
9270,843350,Sitamarhi_Punaura_D (Bihar),Sitamarhi_Punaura_D (Bihar),Sitamarhi_Punaura_D (Bihar),Sitamarhi,Bihar,
9271,621112,Tiruchi_Navalur_H (Tamil Nadu),Tiruchi_Navalur_H (Tamil Nadu),Tiruchi_Navalur_H (Tamil Nadu),Tiruchi,Tamil Nadu,FALSE
9272,802314,Arrah_Pakariabar_D (Bihar),Arrah_Pakariabar_D (Bihar),Arrah_Pakariabar_D (Bihar),Arrah,Bihar,FALSE
9273,571251,Madikeri_Ranipet_D (Karnataka),Madikeri_Ranipet_D (Karnataka),Madikeri_Ranipet_D (Karnataka),Madikeri,Karnataka,TRUE
9274,788720,Karimganj_Andharibond_D (Assam),Karimganj_Andharibond_D (Assam),Karimganj_Andharibond_D (Assam),Karimganj,Assam,TRUE
9275,571402,Mandya_Gandhinagar_D (Karnataka),Mandya_Gandhinagar_D (Karnataka),Mandya_Gandhinagar_D (Karnataka),Mandya,Karnataka,FALSE
9276,609112,Mayavaram_Manakkudi_I (Tamil Nadu),Mayavaram_Manakkudi_I (Tamil Nadu),Mayavaram_Manakkudi_I (Tamil Nadu),Mayiladuthurai,Tamil Nadu,TRUE
9277,767027,Patnagarh_Beherabandh_D (Orissa),Patnagarh_Beherabandh_D (Orissa),Patnagarh_Beherabandh_D (Orissa),Patnagarh,Orissa,TRUE
9278,834009,Ranchi_Sarwal_L (Jharkhand),Ranchi_Sidroll_H (Jharkhand),Ranchi_Sarwal_L (Jharkhand),Ranchi,Jharkhand,FALSE
9279,835302,Lohardaga_Devcolony_D (Jharkhand),Lohardaga_Devcolony_D (Jharkhand),Lohardaga_Devcolony_D (Jharkhand),Lohardaga,Jharkhand,TRUE
9280,741138,Nakashipara_Kanthalbaria_DPP (West Bengal),Nakashipara_Kanthalbaria_DPP (West Bengal),Nakashipara_Kanthalbaria_DPP (West Bengal),Nakashipara,West Bengal,TRUE
9281,422601,Akole_Mahalxminagar_D (Maharashtra),Akole_Mahalxminagar_D (Maharashtra),Akole_Mahalxminagar_D (Maharashtra),Akole,Maharashtra,TRUE
9282,276143,Akbarpur_AmbedkarNgr_D (Uttar Pradesh),Akbarpur_AmbedkarNgr_D (Uttar Pradesh),Akbarpur_AmbedkarNgr_D (Uttar Pradesh),Akbarpur,Uttar Pradesh,TRUE
9283,263652,Ranikhet_Khaniya_DPP (Uttarakhand),Ranikhet_Khaniya_DPP (Uttarakhand),Ranikhet_Khaniya_DPP (Uttarakhand),Ranikhet,Uttarakhand,TRUE
9284,531027,Chodavaram_Narasayyapeta_D (Andhra Pradesh),Chodavaram_Narasayyapeta_D (Andhra Pradesh),Chodavaram_Narasayyapeta_D (Andhra Pradesh),Chodavaram,Andhra Pradesh,TRUE
9285,825303,Hazaribagh_Masipirhi_D (Jharkhand),Hazaribagh_Masipirhi_D (Jharkhand),Hazaribagh_Masipirhi_D (Jharkhand),hazaribagh,Jharkhand,FALSE
9286,415513,Satara_Ambedkarnagar_I (Maharashtra),Satara_Ambedkarnagar_I (Maharashtra),Satara_Ambedkarnagar_I (Maharashtra),Satara,Maharashtra,TRUE
9287,591181,Belgaum_MarutiNagar_I (Karnataka),Belgaum_MarutiNagar_I (Karnataka),Belgaum_MarutiNagar_I (Karnataka),Belgaum,Karnataka,FALSE
9288,840001,Gumla_Deepnagar_D (Jharkhand),Gumla_Deepnagar_D (Jharkhand),Gumla_Deepnagar_D (Jharkhand),Gumla,Jharkhand,TRUE
9289,670307,Kannur_Payyanur_D (Kerala),Kannur_Payyanur_D (Kerala),Kannur_Payyanur_D (Kerala),Kannur,Kerala,TRUE
9290,480884,Lakhnadon_Ward5_D (Madhya Pradesh),Lakhnadon_Ward5_D (Madhya Pradesh),Lakhnadon_Ward5_D (Madhya Pradesh),Lakhnadon,Madhya Pradesh,TRUE
9291,481331,Waraseoni_Wara_D (Madhya Pradesh),Waraseoni_Wara_D (Madhya Pradesh),Waraseoni_Wara_D (Madhya Pradesh),Waraseoni,Madhya Pradesh,TRUE
9292,415414,Islampur_KrushiBzr_D (Maharashtra),Islampur_KrushiBzr_D (Maharashtra),Islampur_KrushiBzr_D (Maharashtra),Islampur,Maharashtra,TRUE
9293,184203,Billawar_Wardno7_D (Jammu & Kashmir),Billawar_Wardno7_D (Jammu & Kashmir),Billawar_Wardno7_D (Jammu & Kashmir),Billawar,Jammu & Kashmir,FALSE
9294,502316,NarsapurTS_MarketRd_D (Telangana),NarsapurTS_MarketRd_D (Telangana),NarsapurTS_MarketRd_D (Telangana),Narsapur-TS,Telangana,TRUE
9295,754293,Cuttack_SliprDPP_DC (Orissa),Cuttack_SliprDPP_DC (Orissa),Cuttack_SliprDPP_DC (Orissa),Salipur,Orissa,FALSE
9296,686532,Kottayam_Ettumanoor_H (Kerala),Kottayam_Ettumanoor_H (Kerala),Kottayam_Ettumanoor_H (Kerala),Kottayam,Kerala,FALSE
9297,274202,Deoria_Indupur_D (Uttar Pradesh),Deoria_Indupur_D (Uttar Pradesh),Deoria_Indupur_D (Uttar Pradesh),Deoria,Uttar Pradesh,TRUE
9298,380026,Ahmedabad_Odhavestate_L (Gujarat),Ahmedabad_Kanera_GW (Gujarat),Ahmedabad_Odhavestate_L (Gujarat),Ahmedabad,Gujarat,FALSE
9299,246125,SrinagarUK_Sandre_D (Uttarakhand),SrinagarUK_Sandre_D (Uttarakhand),SrinagarUK_Sandre_D (Uttarakhand),Srinagar-UK,Uttarakhand,TRUE
9300,842001,Muzaffarpur_Gobarsahi_H (Bihar),Muzaffarpur_Gobarsahi_H (Bihar),Muzaffarpur_Gobarsahi_H (Bihar),Muzaffarpur,Bihar,FALSE
9301,445308,Yavatmal_Kalamb2_DPP (Maharashtra),Yavatmal_Kalamb2_DPP (Maharashtra),Yavatmal_Kalamb2_DPP (Maharashtra),Yavatmal,Maharashtra,FALSE
9302,334802,Nokha_Ward40_D (Rajasthan),Nokha_Ward40_D (Rajasthan),Nokha_Ward40_D (Rajasthan),Nokha,Rajasthan,TRUE
9303,761008,Behrampur_Mandiapalli_I (Orissa),Behrampur_Mandiapalli_I (Orissa),Behrampur_Mandiapalli_I (Orissa),Behrampur,Orissa,FALSE
9304,782103,Nagaon_Bangthai_H (Assam),Nagaon_Bangthai_H (Assam),Nagaon_Bangthai_H (Assam),Nagaon,Assam,TRUE
9305,590010,Belgaum_MarutiNagar_I (Karnataka),Belgaum_MarutiNagar_I (Karnataka),Belgaum_MarutiNagar_I (Karnataka),Belgaum,Karnataka,FALSE
9306,496116,Dharamjaigarh_Ward12_D (Chhattisgarh),Dharamjaigarh_Ward12_D (Chhattisgarh),Dharamjaigarh_Ward12_D (Chhattisgarh),Dharamjaigarh,Chhattisgarh,TRUE
9307,781003,Guwahati_Betkuchi1_L (Assam),Guwahati_KaliPahar_GW (Assam),Guwahati_Betkuchi1_L (Assam),Guwahati,Assam,FALSE
9308,173002,shimla (Himachal Pradesh),shimla (Himachal Pradesh),shimla (Himachal Pradesh),Shimla,Himachal Pradesh,TRUE
9309,416209,Mudal_Adamapur_DPP (Maharashtra),Mudal_Adamapur_DPP (Maharashtra),Mudal_Adamapur_DPP (Maharashtra),Mudal,Maharashtra,TRUE
9310,277303,Ballia_Sikandarpur_D (Uttar Pradesh),Ballia_Sikandarpur_D (Uttar Pradesh),Ballia_Sikandarpur_D (Uttar Pradesh),Ballia,Uttar Pradesh,TRUE
9311,403405,Goa_Cortalim_H (Goa),Goa_Cortalim_H (Goa),Goa_Cortalim_H (Goa),Goa,Goa,FALSE
9312,177113,Chintpurni_Bharwain_D (Himachal Pradesh),Chintpurni_Bharwain_D (Himachal Pradesh),Chintpurni_Bharwain_D (Himachal Pradesh),Chintpurni,Himachal Pradesh,FALSE
9313,583116,Kurugodu_Bellary1_D (Karnataka),Kurugodu_Bellary1_D (Karnataka),Kurugodu_Bellary1_D (Karnataka),Kurugodu,Karnataka,TRUE
9314,121000,Faridabad_MathuraRoad_GW (Haryana),Faridabad_MathuraRoad_GW (Haryana),Faridabad_MathuraRoad_GW (Haryana),Faridabad,Haryana,FALSE
9315,480998,Lakhnadon_Dhanora_D (Madhya Pradesh),Lakhnadon_Dhanora_D (Madhya Pradesh),Lakhnadon_Dhanora_D (Madhya Pradesh),Lakhnadon,Madhya Pradesh,FALSE
9316,502300,Hyderabad_Patancheru_L (Telangana),Hyderabad_Patancheru_L (Telangana),Hyderabad_Patancheru_L (Telangana),Hyderabad,Telangana,TRUE
9317,122003,Gurgaon_Sector52_L (Haryana),Gurgaon_Sector52_L (Haryana),Gurgaon_Sector52_L (Haryana),Gurgaon,Haryana,FALSE
9318,507182,Khammam_Mudigonda_H (Telangana),Khammam_Mudigonda_H (Telangana),Khammam_Mudigonda_H (Telangana),Khammam,Telangana,FALSE
9319,829116,Phusro_SinghNagar_D (Jharkhand),Phusro_SinghNagar_D (Jharkhand),Phusro_SinghNagar_D (Jharkhand),Phusro,Jharkhand,TRUE
9320,415001,Satara_Ambedkarnagar_I (Maharashtra),Satara_Ambedkarnagar_I (Maharashtra),Satara_Ambedkarnagar_I (Maharashtra),Satara,Maharashtra,FALSE
9321,606803,Polur_Kadaladi_D (Tamil Nadu),Polur_Kadaladi_D (Tamil Nadu),Polur_Kadaladi_D (Tamil Nadu),Polur,Tamil Nadu,TRUE
9322,517582,Puttur_Artmclny_D (Andhra Pradesh),Puttur_Artmclny_D (Andhra Pradesh),Puttur_Artmclny_D (Andhra Pradesh),Puttur-AP,Andhra Pradesh,TRUE
9323,614405,Thiruvarur_Mannargudi_D (Tamil Nadu),Thiruvarur_Mannargudi_D (Tamil Nadu),Thiruvarur_Mannargudi_D (Tamil Nadu),Thiruvarur,Tamil Nadu,TRUE
9324,642002,Pollachi_MahalakshmiNgr_D (Tamil Nadu),Pollachi_MahalakshmiNgr_D (Tamil Nadu),Pollachi_MahalakshmiNgr_D (Tamil Nadu),Pollachi,Tamil Nadu,TRUE
9325,400062,Mumbai_GoregaonTemp_L (Maharashtra),Mumbai_GoregaonTemp_L (Maharashtra),Mumbai_GoregaonTemp_L (Maharashtra),Mumbai,Maharashtra,FALSE
9326,382130,Viramgam_Dasada2_D (Gujarat),Viramgam_Dasada2_D (Gujarat),Viramgam_Dasada2_D (Gujarat),Viramgam,Gujarat,TRUE
9327,509152,Kurnool_Dinnedevrpdu_I (Andhra Pradesh),Kurnool_Dinnedevrpdu_I (Andhra Pradesh),Kurnool_Dinnedevrpdu_I (Andhra Pradesh),Kurnool,Andhra Pradesh,TRUE
9328,500409,Hyderabad_Shamshbd_H (Telangana),Hyderabad_Shamshbd_H (Telangana),Hyderabad_Shamshbd_H (Telangana),Hyderabad,Telangana,FALSE
9329,403529,Goa_Mapusa_L (Goa),Goa_Mapusa_L (Goa),Goa_Mapusa_L (Goa),Goa,Goa,TRUE
9330,515787,Kalyandurg_Ward8_D (Andhra Pradesh),Kalyandurg_Ward8_D (Andhra Pradesh),Kalyandurg_Ward8_D (Andhra Pradesh),Kalyandurg,Andhra Pradesh,TRUE
9331,523332,Markapur_ShivajiNgr_D (Andhra Pradesh),Markapur_ShivajiNgr_D (Andhra Pradesh),Markapur_ShivajiNgr_D (Andhra Pradesh),Markapur,Andhra Pradesh,TRUE
9332,416702,Rajapur_Sainagar_D (Maharashtra),Rajapur_Sainagar_D (Maharashtra),Rajapur_Sainagar_D (Maharashtra),Rajapur,Maharashtra,TRUE
9333,124505,Delhi_MundkaIndustArea_L (Delhi),Delhi_MundkaIndustArea_L (Delhi),Delhi_MundkaIndustArea_L (Delhi),Delhi,Delhi,FALSE
9334,301025,Alwar_Maancolony_D (Rajasthan),Alwar_Maancolony_D (Rajasthan),Alwar_Maancolony_D (Rajasthan),Alwar,Rajasthan,TRUE
9335,796017,Aizawl_Bawngkawn_P (Mizoram),Aizawl_Bawngkawn_P (Mizoram),Aizawl_Bawngkawn_P (Mizoram),Aizawl,Mizoram,FALSE
9336,410222,Mumbai_Palaspa_L (Maharashtra),Mumbai_Palaspa_L (Maharashtra),Mumbai_Palaspa_L (Maharashtra),Navi mumbai,Maharashtra,FALSE
9337,272148,Basti_Bargadwa_D (Uttar Pradesh),Basti_Bargadwa_D (Uttar Pradesh),Basti_Bargadwa_D (Uttar Pradesh),Basti,Uttar Pradesh,TRUE
9338,364750,Botad_Paliyadrd_D (Gujarat),Botad_Paliyadrd_D (Gujarat),Botad_Paliyadrd_D (Gujarat),Botad,Gujarat,TRUE
9339,571608,Krishnarajngr_Ward17_D (Karnataka),Krishnarajngr_Ward17_D (Karnataka),Krishnarajngr_Ward17_D (Karnataka),Krishnarajngr,Karnataka,TRUE
9340,799156,ManuBazar_RajibNgr1_D (Tripura),NSZ,ManuBazar_RajibNgr1_D (Tripura),Manu bazar,Tripura,FALSE
9341,854326,Purnia_FatehpurRd_H (Bihar),Purnia_FatehpurRd_H (Bihar),Purnia_FatehpurRd_H (Bihar),Purnia,Bihar,FALSE
9342,737133,Rongli_Rhenak_D (Sikkim),Rongli_Rhenak_D (Sikkim),Rongli_Rhenak_D (Sikkim),Rongli,Sikkim,TRUE
9343,613301,Peravurani_Karambakkudi_D (Tamil Nadu),Peravurani_Karambakkudi_D (Tamil Nadu),Peravurani_Karambakkudi_D (Tamil Nadu),Peravurani,Tamil Nadu,TRUE
9344,301042,Alwar_TuleraRoad_I (Rajasthan),Alwar_TuleraRoad_I (Rajasthan),Alwar_TuleraRoad_I (Rajasthan),Alwar,Rajasthan,TRUE
9345,784154,Tezpur_Dipota_H (Assam),Tezpur_Dipota_H (Assam),Tezpur_Dipota_H (Assam),Tezpur,Assam,FALSE
9346,500050,Hyderabad_Patancheru_L (Telangana),Hyderabad_Patancheru_L (Telangana),Hyderabad_Patancheru_L (Telangana),Hyderabad,Telangana,FALSE
9347,470051,Sagar_Pagara_P (Madhya Pradesh),Sagar_Pagara_P (Madhya Pradesh),Sagar_Pagara_P (Madhya Pradesh),Sagar,Madhya Pradesh,FALSE
9348,394245,Bilimora_MarutiNagar_D (Gujarat),Surat_Kacholi_GW (Gujarat),Bilimora_MarutiNagar_D (Gujarat),Bilimora,Gujarat,TRUE
9349,741121,Krishnanagar_MallickPara_I (West Bengal),Krishnanagar_MallickPara_I (West Bengal),Krishnanagar_MallickPara_I (West Bengal),Krishnanagar,West Bengal,TRUE
9350,110007,Delhi_Gokalpur_L (Delhi),Delhi_Gokalpur_L (Delhi),Delhi_Gokalpur_L (Delhi),Delhi,Delhi,FALSE
9351,390022,Vadodara_Dashrath_H (Gujarat),Vadodara_Temp_H (Gujarat),Vadodara_Dashrath_H (Gujarat),Vadodara,Gujarat,FALSE
9352,122002,Gurgaon_Sector52_L (Haryana),Gurgaon_Sector52_L (Haryana),Gurgaon_Sector52_L (Haryana),Gurgaon,Haryana,FALSE
9353,741319,Krishnanagar_MallickPara_I (West Bengal),Krishnanagar_MallickPara_I (West Bengal),Krishnanagar_MallickPara_I (West Bengal),Krishnanagar,West Bengal,TRUE
9354,146001,Hoshiarpur_SaroopNagar_D (Punjab),Hoshiarpur_SaroopNagar_D (Punjab),Hoshiarpur_SaroopNagar_D (Punjab),Hoshiarpur,Punjab,FALSE
9355,141006,Ludhiana_Barmalipur_H (Punjab),Ludhiana_Barmalipur_H (Punjab),Ludhiana_Barmalipur_H (Punjab),Ludhiana,Punjab,FALSE
9356,629170,Marthandam_Chiraynkuzhi_D (Tamil Nadu),Marthandam_Chiraynkuzhi_D (Tamil Nadu),Marthandam_Chiraynkuzhi_D (Tamil Nadu),Marthandam,Tamil Nadu,TRUE
9357,382460,Dhandhuka_BhavnagarRd_DPP (Gujarat),Dhandhuka_BhavnagarRd_DPP (Gujarat),Dhandhuka_BhavnagarRd_DPP (Gujarat),Dhandhuka,Gujarat,TRUE
9358,231223,Bijpur_RihandNgr_D (Uttar Pradesh),Bijpur_RihandNgr_D (Uttar Pradesh),Bijpur_RihandNgr_D (Uttar Pradesh),Bijpur,Uttar Pradesh,TRUE
9359,788102,Pailapool_Lagktlbocpr_D (Assam),Pailapool_Lagktlbocpr_D (Assam),Pailapool_Lagktlbocpr_D (Assam),Pailapool,Assam,TRUE
9360,781327,Tihu_Jalahgaon_D (Assam),Tihu_Jalahgaon_D (Assam),Tihu_Jalahgaon_D (Assam),Tihu,Assam,TRUE
9361,517130,Pakala_Newcolony1_D (Andhra Pradesh),Pakala_Newcolony1_D (Andhra Pradesh),Pakala_Newcolony1_D (Andhra Pradesh),Pakala,Andhra Pradesh,TRUE
9362,712502,Kolkata_Dankuni_GW (West Bengal),Kolkata_Dankuni_GW (West Bengal),Kolkata_Dankuni_GW (West Bengal),Dankuni,West Bengal,FALSE
9363,285123,Jalaun_Sengarcol_D (Uttar Pradesh),Jalaun_Sengarcol_D (Uttar Pradesh),Jalaun_Sengarcol_D (Uttar Pradesh),Jalaun,Uttar Pradesh,TRUE
9364,534330,Tanuku_Venkatarayapuram_D (Andhra Pradesh),Tanuku_Venkatarayapuram_D (Andhra Pradesh),Tanuku_Venkatarayapuram_D (Andhra Pradesh),Tanuku,Andhra Pradesh,TRUE
9365,627416,Ambasamudram_DRSColony_D (Tamil Nadu),Ambasamudram_DRSColony_D (Tamil Nadu),Ambasamudram_DRSColony_D (Tamil Nadu),Ambasamudram,Tamil Nadu,TRUE
9366,421302,Bhiwandi_Lonad_L (Maharashtra),Bhiwandi_Lonad_GW (Maharashtra),Bhiwandi_Lonad_L (Maharashtra),Greater Thane,Maharashtra,FALSE
9367,326001,Jhalawar_RTOOffice_D (Rajasthan),Jhalawar_RTOOffice_D (Rajasthan),Jhalawar_RTOOffice_D (Rajasthan),Jhalawar,Rajasthan,TRUE
9368,590007,Belgaum_MarutiNagar_I (Karnataka),Belgaum_MarutiNagar_I (Karnataka),Belgaum_MarutiNagar_I (Karnataka),Belgaum,Karnataka,FALSE
9369,400218,Mumbai_Talojamidc_L (Maharashtra),Mumbai_Talojamidc_L (Maharashtra),Mumbai_Talojamidc_L (Maharashtra),Navi mumbai,Maharashtra,FALSE
9370,508217,Miryalguda_ChaitanyaNgr_D (Telangana),Miryalguda_ChaitanyaNgr_D (Telangana),Miryalguda_ChaitanyaNgr_D (Telangana),Miryalaguda,Telangana,FALSE
9371,425417,Navapur_MangaldasParkRd_D (Maharashtra),Navapur_MangaldasParkRd_D (Maharashtra),Navapur_MangaldasParkRd_D (Maharashtra),Navapur,Maharashtra,TRUE
9372,144406,Garhshankar_Ward10_D (Punjab),Garhshankar_Ward10_D (Punjab),Garhshankar_Ward10_D (Punjab),Garhshanker,Punjab,TRUE
9373,676521,Pandikkad_Thangalpadi_D (Kerala),Pandikkad_Thangalpadi_D (Kerala),Pandikkad_Thangalpadi_D (Kerala),Pandikkad,Kerala,TRUE
9374,181203,Akhnoor_ChakBhagwan_DPP (Jammu & Kashmir),Akhnoor_ChakBhagwan_DPP (Jammu & Kashmir),Akhnoor_ChakBhagwan_DPP (Jammu & Kashmir),Akhnoor,Jammu & Kashmir,FALSE
9375,412112,Pirangut_Kharwade_DPP (Maharashtra),Pirangut_Kharwade_DPP (Maharashtra),Pirangut_Kharwade_DPP (Maharashtra),Pirangut,Maharashtra,TRUE
9376,151213,Faridkot_Puricolny_D (Punjab),Faridkot_Puricolny_D (Punjab),Faridkot_Puricolny_D (Punjab),Faridkot,Punjab,TRUE
9377,605651,Gingee_AnnaNagar_D (Tamil Nadu),Gingee_AnnaNagar_D (Tamil Nadu),Gingee_AnnaNagar_D (Tamil Nadu),Gingee,Tamil Nadu,TRUE
9378,184120,Jammu_Baribrahmana_H (Jammu & Kashmir),Jammu_Baribrahmana_H (Jammu & Kashmir),Jammu_Baribrahmana_H (Jammu & Kashmir),Jammu,Jammu & Kashmir,FALSE
9379,628001,Tuticorin_Polpettai_D (Tamil Nadu),Tuticorin_Polpettai_D (Tamil Nadu),Tuticorin_Polpettai_D (Tamil Nadu),Tuticorin,Tamil Nadu,FALSE
9380,629706,Nagercoil_Muhilanvilai_D (Tamil Nadu),Nagercoil_Muhilanvilai_D (Tamil Nadu),Nagercoil_Muhilanvilai_D (Tamil Nadu),Nagercoil,Tamil Nadu,FALSE
9381,516319,Proddatur_Bollavaram_D (Andhra Pradesh),Proddatur_Bollavaram_D (Andhra Pradesh),Proddatur_Bollavaram_D (Andhra Pradesh),Proddatur,Andhra Pradesh,TRUE
9382,403730,Goa_Cortalim_H (Goa),Goa_Cortalim_H (Goa),Goa_Cortalim_H (Goa),Goa,Goa,FALSE
9383,301607,Nagar_BypassRoad_D (Rajasthan),Nagar_BypassRoad_D (Rajasthan),Nagar_BypassRoad_D (Rajasthan),Nagar,Rajasthan,
9384,784529,Mangaldoi_Anandanagar_D (Assam),Mangaldoi_Anandanagar_D (Assam),Mangaldoi_Anandanagar_D (Assam),Mangaldoi,Assam,TRUE
9385,690521,Kollam_Kilikollur_H (Kerala),Kollam_Kilikollur_H (Kerala),Kollam_Kilikollur_H (Kerala),Kollam,Kerala,FALSE
9386,275303,Barhalganj_Lakhnapar_DPP (Uttar Pradesh),Barhalganj_Lakhnapar_DPP (Uttar Pradesh),Barhalganj_Lakhnapar_DPP (Uttar Pradesh),Barhalganj,Uttar Pradesh,TRUE
9387,516127,Rajampet_BypassRd_D (Andhra Pradesh),Rajampet_BypassRd_D (Andhra Pradesh),Rajampet_BypassRd_D (Andhra Pradesh),Rajampet,Andhra Pradesh,TRUE
9388,212623,Domariyaganj_Chaukhara_D (Uttar Pradesh),Domariyaganj_Chaukhara_D (Uttar Pradesh),Domariyaganj_Chaukhara_D (Uttar Pradesh),Domariyaganj,Uttar Pradesh,FALSE
9389,799279,Kailashahar_Ward4_D (Tripura),NSZ,Kailashahar_Ward4_D (Tripura),Kailashahar,Tripura,TRUE
9390,518464,Kurnool_Kodumur_D (Andhra Pradesh),Kurnool_Kodumur_D (Andhra Pradesh),Kurnool_Kodumur_D (Andhra Pradesh),Kurnool,Andhra Pradesh,TRUE
9391,695557,Nedumangad_Central_D (Kerala),Nedumangad_Central_D (Kerala),Nedumangad_Central_D (Kerala),Nedumangad,Kerala,TRUE
9392,701101,Kolkata_Dankuni_GW (West Bengal),Kolkata_Dankuni_GW (West Bengal),Kolkata_Dankuni_GW (West Bengal),Dankuni,West Bengal,TRUE
9393,400061,Mumbai_GoregaonTemp_L (Maharashtra),Mumbai_GoregaonTemp_L (Maharashtra),Mumbai_GoregaonTemp_L (Maharashtra),Mumbai,Maharashtra,FALSE
9394,828124,Dhanbad_Tilabani_H (Jharkhand),Dhanbad_Tilabani_H (Jharkhand),Dhanbad_Tilabani_H (Jharkhand),Dhanbad,Jharkhand,FALSE
9395,689644,Kozhenchery_Melukara_D (Kerala),Kozhenchery_Melukara_D (Kerala),Kozhenchery_Melukara_D (Kerala),Kozhenchery,Kerala,TRUE
9396,530019,Visakhapatnam_Duvvada_H (Andhra Pradesh),Visakhapatnam_Duvvada_H (Andhra Pradesh),Visakhapatnam_Duvvada_H (Andhra Pradesh),Visakhapatnam,Andhra Pradesh,FALSE
9397,521182,Nandigama_Mukkapatinagar_D (Andhra Pradesh),Nandigama_Mukkapatinagar_D (Andhra Pradesh),Nandigama_Mukkapatinagar_D (Andhra Pradesh),Nandigama,Andhra Pradesh,TRUE
9398,141012,Ludhiana_Barmalipur_H (Punjab),Ludhiana_Barmalipur_H (Punjab),Ludhiana_Barmalipur_H (Punjab),Ludhiana,Punjab,FALSE
9399,731218,Rampurhat_Suri_D (West Bengal),Rampurhat_Suri_D (West Bengal),Rampurhat_Suri_D (West Bengal),Rampurhat,West Bengal,TRUE
9400,242405,Khutar_Narayanpur_D (Uttar Pradesh),Khutar_Narayanpur_D (Uttar Pradesh),Khutar_Narayanpur_D (Uttar Pradesh),Khutar,Uttar Pradesh,TRUE
9401,732216,Malda_Tiakati_I (West Bengal),Malda_Tiakati_I (West Bengal),Malda_Tiakati_I (West Bengal),Malda,West Bengal,FALSE
9402,721518,Jhargram_Raghunathpur_DPP (West Bengal),Jhargram_Raghunathpur_DPP (West Bengal),Jhargram_Raghunathpur_DPP (West Bengal),Jhargram,West Bengal,FALSE
9403,160104,Chandigarh_Raiprvlg_L (Chandigarh),Chandigarh_Raiprvlg_L (Chandigarh),Chandigarh_Raiprvlg_L (Chandigarh),Chandigarh,Chandigarh,FALSE
9404,673503,Vadakara_Orkkatteri_D (Kerala),Vadakara_Orkkatteri_D (Kerala),Vadakara_Orkkatteri_D (Kerala),Vadakara,Kerala,TRUE
